game_rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade
13467,Runaway: A Twist of Fate,PC,2009,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,2000
13468,Cheer We Go!,Nintendo DS,2010,Misc,Natsume,0.04,0.0,0.0,0.0,0.04,2010
13469,The Tale of Despereaux,Wii U,2008,Platform,Brash Entertainment,0.04,0.0,0.0,0.0,0.04,2000
13470,The Hustle: Detroit Streets,PlayStation 2,2006,Sports,Activision,0.02,0.02,0.0,0.01,0.04,2000
13471,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Misc,Sega,0.0,0.0,0.04,0.0,0.04,1990
13472,Tomoyo After: It's a Wonderful Life CS Edition,PSP,2009,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,2000
13473,Guilty Gear XX Accent Core,PlayStation 2,2007,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04,2000
13474,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,Nintendo DS,2005,Misc,Success,0.0,0.0,0.04,0.0,0.04,2000
13475,Atelier Escha & Logy: Alchemists of the Dusk Sky,PlayStation Vita,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,2010
13476,Millipede / Super Breakout / Lunar Lander,GBA,2005,Misc,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,2000
13477,World Trigger: Borderless Mission,PlayStation Vita,2015,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2010
13478,Disney's Donald Duck: Goin' Quackers,GameCube,2002,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04,2000
13479,RollerCoaster Tycoon,PC,2007,Strategy,Microprose,0.02,0.02,0.0,0.01,0.04,2000
13480,Assault Rigs,PlayStation,1996,Action,Electronic Arts Victor,0.02,0.02,0.0,0.0,0.04,1990
13481,Backyard Baseball '09,Wii U,2008,Sports,Atari,0.04,0.0,0.0,0.0,0.04,2000
13482,World Championship Spelling,Nintendo DS,2010,Misc,505 Games,0.04,0.0,0.0,0.0,0.04,2010
13483,Yes! PreCure 5,Nintendo DS,2007,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2000
13484,Bionicle Heroes,Wii U,2007,Shooter,Eidos Interactive,0.04,0.0,0.0,0.0,0.04,2000
13485,Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,2000
13486,Exist Archive: The Other Side of the Sky,PlayStation Vita,2015,Role-Playing,Aksys Games,0.0,0.0,0.04,0.0,0.04,2010
13487,Honda ATV Fever,Wii U,2010,Racing,Storm City Games,0.04,0.0,0.0,0.0,0.04,2010
13488,Operation Flashpoint: Elite,Xbox,2005,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.04,2000
13489,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PlayStation 4,2016,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,2010
13490,"Roswell Conspiracies: Aliens, Myths & Legends",PlayStation,2001,Action,Red Storm Entertainment,0.02,0.02,0.0,0.0,0.04,2000
13491,Front Mission,Nintendo DS,2007,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04,2000
13492,Dead Island Definitive Collection,Xbox One,2016,Action,Deep Silver,0.02,0.02,0.0,0.0,0.04,2010
13493,Sekai no Gohan Shaberu! DS Oryouri Navi,Nintendo DS,2008,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,2000
13494,Rugby Challenge 3,PlayStation 3,2016,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04,2010
13495,Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,2000
13496,Praetorians,PC,2003,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,2000
13497,Candace Kane's Candy Factory,Nintendo DS,2008,Action,Destineer,0.04,0.0,0.0,0.0,0.04,2000
13498,Nobunaga's Ambition (3DS),Nintendo 3DS,2013,Simulation,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,2010
13499,Angelique Duet,PlayStation,1998,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,1990
13500,Shin Fortune Quest: Sokutaku no Kishi,PlayStation,1996,Misc,Media Works,0.0,0.0,0.04,0.0,0.04,1990
13501,Resident Evil 6,PC,2012,Shooter,Capcom,0.0,0.04,0.0,0.01,0.04,2010
13502,Crushed Baseball,GBA,2004,Sports,Summitsoft,0.03,0.01,0.0,0.0,0.04,2000
13503,Dark Arena,GBA,2002,Shooter,THQ,0.03,0.01,0.0,0.0,0.04,2000
13504,Just Sing! Vol. 2,Nintendo DS,2011,Misc,PQube,0.0,0.04,0.0,0.01,0.04,2010
13505,Heatseeker,PSP,2007,Action,Codemasters,0.04,0.0,0.0,0.0,0.04,2000
13506,IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04,2000
13507,Jerry Rice and Nitus' Dog Football,Wii U,2011,Sports,Tommo,0.04,0.0,0.0,0.0,0.04,2010
13508,TOCA Race Driver 2,Xbox,2004,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,2000
13509,I.Q. Remix+: Intelligent Qube,PlayStation 2,2000,Puzzle,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,2000
13510,Sébastien Loeb Rally Evo,PlayStation 4,2016,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.04,2010
13511,Growlanser,PSP,2009,Role-Playing,Atlus,0.0,0.0,0.04,0.0,0.04,2000
13512,Trollz: Hair Affair!,GBA,2005,Misc,Ubisoft,0.03,0.01,0.0,0.0,0.04,2000
13513,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PlayStation 2,2007,Misc,Paon,0.0,0.0,0.04,0.0,0.04,2000
13514,Grand Slam,PlayStation,1997,Misc,Virgin Interactive,0.02,0.02,0.0,0.0,0.04,1990
13515,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,Nintendo DS,2009,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2000
13516,The King of Fighters 2000,PlayStation 2,2002,Fighting,Playmore,0.0,0.0,0.04,0.0,0.04,2000
13517,Coraline,Nintendo DS,2009,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,2000
13518,FIFA Street 2,Nintendo DS,2006,Sports,Electronic Arts,0.04,0.0,0.0,0.0,0.04,2000
13519,M&M's Beach Party,Wii U,2009,Misc,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04,2000
13520,Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,2000
13521,D.C.F.S.: Da Capo Four Seasons,PlayStation 2,2005,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,2000
13522,Hyperdimension Neptunia mk2,PlayStation Vita,2014,Action,Compile Heart,0.0,0.0,0.04,0.0,0.04,2010
13523,Disney's Meet the Robinsons,GameCube,2007,Action,Disney Interactive Studios,0.03,0.01,0.0,0.0,0.04,2000
13524,Hanayori Danshi: Koi Seyo Onago,Nintendo DS,2008,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,2000
13525,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii U,2009,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,2000
13526,Puyo Puyo Tetris,PlayStation 3,2014,Puzzle,Sega,0.0,0.0,0.04,0.0,0.04,2010
13527,Sonic the Hedgehog 2 (8-bit),GG,1992,Platform,Sega,0.0,0.0,0.04,0.0,0.04,1990
13528,FlatOut 2,Xbox,2006,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04,2000
13529,Rogue Trooper,PlayStation 2,2006,Shooter,Eidos Interactive,0.02,0.02,0.0,0.01,0.04,2000
13530,Spy Fiction,PlayStation 2,2003,Action,Sega,0.02,0.02,0.0,0.01,0.04,2000
13531,R.B.I. Baseball 2016,Xbox One,2016,Sports,MLB.com,0.04,0.0,0.0,0.0,0.04,2010
13532,Justice League: Chronicles,GBA,2003,Platform,Midway Games,0.03,0.01,0.0,0.0,0.04,2000
13533,Resident Evil Director's Cut,PlayStation 3,2006,Action,Capcom,0.0,0.0,0.04,0.0,0.04,2000
13534,Doko Demo Issho: Let's Gakkou!,PSP,2006,Misc,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,2000
13535,Monster Trux Arenas: Special Edition,Wii U,2007,Racing,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,2000
13536,Conflict: Desert Storm II - Back to Bagdhad,GameCube,2004,Shooter,SCi,0.03,0.01,0.0,0.0,0.04,2000
13537,Top Gun,Nintendo DS,2006,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,2000
13538,Gem Smashers,Nintendo 3DS,2011,Platform,Crave Entertainment,0.04,0.0,0.0,0.0,0.04,2010
13539,Split/Second,PC,2010,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04,2010
13540,B's-LOG Party♪,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,2010
13541,King Arthur,GameCube,2004,Action,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,2000
13542,Chicken Shoot,GBA,2005,Action,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,2000
13543,Dai Senryaku VII: Modern Military Tactics,Xbox,2003,Strategy,Kool Kizz,0.03,0.01,0.0,0.0,0.04,2000
13544,Gormiti: The Lords of Nature!,Wii U,2010,Adventure,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,2010
13545,White Album 2: Shiawase no Mukougawa,PlayStation 3,2012,Adventure,Aqua Plus,0.0,0.0,0.04,0.0,0.04,2010
13546,Painkiller: Hell & Damnation,PlayStation 3,2013,Shooter,Nordic Games,0.02,0.02,0.0,0.01,0.04,2010
13547,Go Go Ackman 3,SNES,1995,Platform,Banpresto,0.0,0.0,0.04,0.0,0.04,1990
13548,WSC Real 11: World Snooker Championship,Xbox 360,2011,Sports,Koch Media,0.0,0.04,0.0,0.01,0.04,2010
13549,Advance Guardian Heroes,GBA,2004,Role-Playing,Ubisoft,0.03,0.01,0.0,0.0,0.04,2000
13550,Casual Mania!,Nintendo DS,2010,Puzzle,Foreign Media Games,0.04,0.0,0.0,0.0,0.04,2010
13551,Castle of Shikigami III,Wii U,2007,Shooter,PQube,0.04,0.0,0.0,0.0,0.04,2000
13552,Star X,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04,2000
13553,Jewel Quest 5: The Sleepless Star,PC,2011,Action,Astragon,0.01,0.02,0.0,0.01,0.04,2010
13554,Get Up and Dance,PlayStation 3,2011,Misc,O-Games,0.03,0.01,0.0,0.0,0.04,2010
13555,The King of Fighters Kyo,PlayStation,1998,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,1990
13556,Yowamushi Pedal,Nintendo 3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2010
13557,WarTech: Senko no Ronde,Xbox 360,2006,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04,2000
13558,Record of Agarest War: Marriage,PSP,2012,Role-Playing,Compile Heart,0.0,0.0,0.04,0.0,0.04,2010
13559,San-X Land: Theme Park de Asobou!,Nintendo DS,2006,Action,MTO,0.0,0.0,0.04,0.0,0.04,2000
13560,Corpse Party: Book of Shadows,PSP,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,2010
13561,428: Fuusa Sareta Shibuya de,PSP,2009,Adventure,Spike,0.0,0.0,0.04,0.0,0.04,2000
13562,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PlayStation 2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,2000
13563,Starry ? Sky: After Spring,PSP,2009,Misc,Aqua Plus,0.0,0.0,0.04,0.0,0.04,2000
13564,Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.03,0.0,0.0,0.04,2010
13565,Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,2000
13566,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,Nintendo DS,2008,Action,Takara Tomy,0.0,0.0,0.04,0.0,0.04,2000
13567,Mechanic Escape,PlayStation 3,2012,Platform,D3Publisher,0.0,0.0,0.04,0.0,0.04,2010
13568,Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,2010
13569,Twilight Syndrome: Kinjiratera Toshi Densetsu,Nintendo DS,2008,Adventure,Spike,0.0,0.0,0.04,0.0,0.04,2000
13570,True Love Story 3,PlayStation 2,2001,Simulation,Enterbrain,0.0,0.0,0.04,0.0,0.04,2000
13571,Little Battlers eXperience W,PlayStation Vita,2012,Role-Playing,Level 5,0.0,0.0,0.04,0.0,0.04,2010
13572,The Smurfs,PlayStation,1998,Action,Infogrames,0.02,0.02,0.0,0.0,0.04,1990
13573,Strike Force Bowling,Xbox,2004,Sports,Crave Entertainment,0.03,0.01,0.0,0.0,0.04,2000
13574,Chessmaster,GBA,2002,Misc,Ubisoft,0.03,0.01,0.0,0.0,0.04,2000
13575,Blood Will Tell: Tezuka Osamu's Dororo,PlayStation 2,2004,Adventure,Sega,0.02,0.02,0.0,0.01,0.04,2000
13576,The Kore Gang,Wii U,2010,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,2010
13577,Red Ninja: End of Honor,PlayStation 2,2005,Action,Vivendi Games,0.02,0.02,0.0,0.01,0.04,2000
13578,Kanuchi: Shiroki Tsubasa no Shou,PlayStation 2,2008,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,2000
13579,Summer Athletics 2009,Xbox 360,2009,Sports,49Games,0.0,0.04,0.0,0.0,0.04,2000
13580,SX Superstar,Xbox,2003,Racing,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.04,2000
13581,Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,2000
13582,Saint Seiya: The Hades,PlayStation 2,2006,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2000
13583,Saki Portable,PSP,2010,Adventure,Alchemist,0.0,0.0,0.04,0.0,0.04,2010
13584,Riding Stables: The Whitakers present Milton and Friends,Nintendo 3DS,2011,Sports,DTP Entertainment,0.0,0.04,0.0,0.0,0.04,2010
13585,Naruto Shippuuden: Shinobi Retsuden III,Nintendo DS,2009,Action,Takara Tomy,0.0,0.0,0.04,0.0,0.04,2000
13586,Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,2000
13587,Max & the Magic Marker,Wii U,2011,Platform,Unknown,0.0,0.04,0.0,0.0,0.04,2010
13588,Outlaw Tennis,Xbox,2005,Sports,Global Star,0.03,0.01,0.0,0.0,0.04,2000
13589,Free Running,Wii U,2009,Sports,Reef Entertainment,0.02,0.02,0.0,0.0,0.04,2000
13590,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PlayStation 3,2013,Simulation,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2010
13591,Barnyard,Wii U,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04,2000
13592,SPRay,Wii U,2008,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04,2000
13593,No Rules: Get Phat,GBA,2001,Action,TDK Mediactive,0.03,0.01,0.0,0.0,0.04,2000
13594,Battle Rage,Wii U,2008,Shooter,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,2000
13595,Zombi Daisuki,Nintendo DS,2011,Action,ChunSoft,0.0,0.0,0.04,0.0,0.04,2010
13596,Igor: The Game,Nintendo DS,2008,Adventure,Legacy Interactive,0.04,0.0,0.0,0.0,0.04,2000
13597,LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0.0,0.01,0.04,2000
13598,Card Fight!! Vanguard G: Stride to Victory!!,Nintendo 3DS,2016,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04,2010
13599,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",Nintendo DS,2006,Adventure,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,2000
13600,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,Nintendo 3DS,2014,Action,FuRyu,0.0,0.0,0.04,0.0,0.04,2010
13601,Challenge Me: Maths Workout,Nintendo DS,2009,Puzzle,Oxygen Interactive,0.04,0.0,0.0,0.0,0.04,2000
13602,The Invincible Iron Man,GBA,2002,Action,Activision,0.03,0.01,0.0,0.0,0.04,2000
13603,NASCAR 07,Xbox,2006,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04,2000
13604,Refrain no Chika Meikyuu to Majo no Ryodan,PlayStation Vita,2016,Action,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,2010
13605,Dance Dance Revolution Disney Mix,PlayStation,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0.0,0.0,0.04,2000
13606,Maken Shao: Demon Sword,PlayStation 2,2001,Action,Midas Interactive Entertainment,0.0,0.0,0.04,0.0,0.04,2000
13607,Playmobil Top Agents,Nintendo DS,2010,Action,JoWood Productions,0.0,0.04,0.0,0.0,0.04,2010
13608,The Monkey King: The Legend Begins,Wii U,2007,Shooter,Starfish,0.04,0.0,0.0,0.0,0.04,2000
13609,Super Robot Taisen OG Infinite Battle,PlayStation 3,2013,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2010
13610,Scaler,Xbox,2004,Platform,Global Star,0.03,0.01,0.0,0.0,0.04,2000
13611,Attack of the Movies 3D,Xbox 360,2010,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,2010
13612,BeatMania IIDX 16: Empress + Premium Best,PlayStation 2,2009,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,2000
13613,FIFA Soccer 2003 (weekly jp sales),PlayStation 2,2002,Sports,Electronic Arts,0.0,0.0,0.04,0.0,0.04,2000
13614,Emergency Room: Real Life Rescues,Nintendo DS,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,2000
13615,High Heat Baseball 2002,PlayStation,2001,Sports,3DO,0.02,0.02,0.0,0.0,0.04,2000
13616,Utawarerumono: Futari no Hakuoro,PlayStation 4,2016,Misc,Aqua Plus,0.0,0.0,0.04,0.0,0.04,2010
13617,Puyo Pop Fever,PSP,2004,Puzzle,Ignition Entertainment,0.0,0.0,0.04,0.0,0.04,2000
13618,The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,2000
13619,Hana to Ikimo no Rittai Zukan,Nintendo 3DS,2011,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,2010
13620,Bloody Roar Extreme,Xbox,2003,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04,2000
13621,Platinum Sudoku,Nintendo DS,2007,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.04,2000
13622,Kamen Rider: Battride War Genesis,PlayStation 3,2016,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2010
13623,Tennis Masters Series 2003,Xbox,2002,Sports,Microids,0.03,0.01,0.0,0.0,0.04,2000
13624,The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,2000
13625,Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,2000
13626,Amagami,PlayStation Vita,2014,Adventure,Kadokawa Games,0.0,0.0,0.04,0.0,0.04,2010
13627,Duke Nukem Trilogy: Critical Mass,Nintendo DS,2011,Shooter,Deep Silver,0.04,0.0,0.0,0.0,0.04,2010
13628,MLB SlugFest 20-04,GameCube,2003,Sports,Midway Games,0.03,0.01,0.0,0.0,0.04,2000
13629,Pocket Pool,PSP,2007,Action,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.04,2000
13630,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,Nintendo DS,2005,Misc,Sega,0.0,0.0,0.04,0.0,0.04,2000
13631,Lise no Atelier: Ordre no Renkinjutsushi,Nintendo DS,2007,Role-Playing,Gust,0.0,0.0,0.04,0.0,0.04,2000
13632,Black & White,PC,2001,Strategy,Electronic Arts,0.0,0.04,0.0,0.01,0.04,2000
13633,NCIS,PC,2011,Adventure,Ubisoft,0.01,0.02,0.0,0.01,0.04,2010
13634,The Cube,Wii U,2012,Action,Funbox Media,0.0,0.04,0.0,0.0,0.04,2010
13635,Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,2000
13636,Myth Makers: Trixie in Toyland,Wii U,2008,Platform,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,2000
13637,NatGeo Challenge! Wild Life,Wii U,2010,Misc,Black Bean Games,0.04,0.0,0.0,0.0,0.04,2010
13638,Breath of Fire III,PSP,2005,Role-Playing,Capcom,0.0,0.03,0.0,0.01,0.04,2000
13639,Torino 2006,Xbox,2006,Sports,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,2000
13640,Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0.0,0.01,0.04,2000
13641,Amnesia,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,2010
13642,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,Nintendo DS,2006,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,2000
13643,Fashion Week Jr. Designer,Nintendo DS,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,2000
13644,Jewel Quest Mysteries 2: Trail of the Midnight Heart,Nintendo DS,2011,Puzzle,Unknown,0.0,0.04,0.0,0.01,0.04,2010
13645,Sherlock Holmes: Secret of The Silver Earring,Wii U,2010,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,2010
13646,Metal Slug 4 & 5,Xbox,2005,Shooter,SNK Playmore,0.03,0.01,0.0,0.0,0.04,2000
13647,Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2010
13648,Guilty Gear XX Accent Core,Wii U,2007,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,2000
13649,Hitman (2016),PlayStation 4,2016,Action,Square Enix,0.0,0.04,0.0,0.01,0.04,2010
13650,World Poker Tour,PSP,2006,Misc,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,2000
13651,Saint Seiya: Soldiers' Soul,PlayStation 3,2015,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2010
13652,7 Days to Die,Xbox One,2016,Action,Telltale Games,0.02,0.02,0.0,0.0,0.04,2010
13653,Digimon Rumble Arena 2,GameCube,2004,Fighting,Atari,0.03,0.01,0.0,0.0,0.04,2000
13654,Doki Doki! PreCure Narikiri Life!,Nintendo 3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2010
13655,Gravity Falls: Legend of the Gnome Gemulets,Nintendo 3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,2010
13656,Watashi no Relaxuma,Nintendo DS,2007,Simulation,Rocket Company,0.0,0.0,0.04,0.0,0.04,2000
13657,Phantom Kingdom Portable,PSP,2011,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,2010
13658,Pac-Man World Rally,PSP,2006,Racing,Namco Bandai Games,0.04,0.0,0.0,0.0,0.04,2000
13659,Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0.0,0.0,0.04,0.0,0.04,2000
13660,Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,2000
13661,Mazes of Fate DS,Nintendo DS,2008,Role-Playing,Graffiti,0.04,0.0,0.0,0.0,0.04,2000
13662,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,Nintendo DS,2008,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,2000
13663,Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,2000
13664,Virtua Tennis 4,PC,2011,Sports,Sega,0.0,0.03,0.0,0.01,0.04,2010
13665,Mortimer Beckett and the Secrets of Spooky Manor,Wii U,2008,Puzzle,Avanquest,0.04,0.0,0.0,0.0,0.04,2000
13666,Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04,2000
13667,GRID,PC,2007,Racing,Codemasters,0.0,0.03,0.0,0.01,0.04,2000
13668,Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,2010
13669,Unison: Rebels of Rhythm & Dance,PlayStation 2,2000,Misc,Tecmo Koei,0.02,0.02,0.0,0.01,0.04,2000
13670,Ferrari Challenge Trofeo Pirelli,PlayStation 3,2008,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,2000
13671,WTF: Work Time Fun,PSP,2005,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04,2000
13672,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PlayStation 2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,2000
13673,Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,2010
13674,B.L.U.E.: Legend of Water,PlayStation,2007,Adventure,Unknown,0.0,0.0,0.04,0.0,0.04,2000
13675,Dark Half,SNES,1996,Role-Playing,Enix Corporation,0.0,0.0,0.04,0.0,0.04,1990
13676,System 3 presents Ferrari Challenge Trofeo Pirelli,Nintendo DS,2008,Racing,System 3 Arcade Software,0.03,0.01,0.0,0.0,0.04,2000
13677,Luxor: Pharaoh's Challenge,Wii U,2007,Puzzle,Funsta,0.01,0.03,0.0,0.0,0.04,2000
13678,Nitroplus Blasterz: Heroines Infinite Duel,PlayStation 4,2015,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,2010
13679,Imperial Glory,PC,2005,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,2000
13680,Lionel Trains: On Track,Nintendo DS,2006,Action,DSI Games,0.04,0.0,0.0,0.0,0.04,2000
13681,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,Nintendo DS,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,2000
13682,Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,2010
13683,The Wolf Among Us,Xbox 360,2011,Adventure,Telltale Games,0.01,0.03,0.0,0.0,0.04,2010
13684,Sonic PC Collection,PC,2009,Misc,Sega,0.0,0.04,0.0,0.01,0.04,2000
13685,Horses 3D,Nintendo 3DS,2012,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,2010
13686,Yourself Fitness,PlayStation 2,2005,Sports,responDESIGN,0.02,0.02,0.0,0.01,0.04,2000
13687,Chaos;Head - Love Chu*Chu!,PSP,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,2010
13688,Lost Planet 3,PC,2013,Shooter,Capcom,0.0,0.03,0.0,0.01,0.04,2010
13689,Paws & Claws: Regal Resort,Nintendo DS,2010,Simulation,THQ,0.04,0.0,0.0,0.0,0.04,2010
13690,Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007,Racing,Black Bean Games,0.03,0.0,0.0,0.0,0.04,2000
13691,Star Trek: Shattered Universe,Xbox,2004,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04,2000
