game_rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade
8304,RoadKill,PlayStation 2,2003,Action,Midway Games,0.08,0.07,0.0,0.02,0.17,2000
8305,Hanjuku Eiyuu Tai 3D,PlayStation 2,2003,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,2000
8306,.hack//G.U. Vol.3//Redemption,PlayStation 2,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,2000
8307,Chuck E. Cheese's Party Games,Wii U,2010,Misc,UFO Interactive,0.16,0.0,0.0,0.01,0.17,2010
8308,Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000,Strategy,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,2000
8309,Looney Tunes: Back in Action,GameCube,2003,Platform,Warner Bros. Interactive Entertainment,0.13,0.03,0.0,0.0,0.17,2000
8310,Tak: The Great Juju Challenge,GBA,2005,Platform,THQ,0.12,0.05,0.0,0.0,0.17,2000
8311,Macross Ultimate Frontier,PSP,2009,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,2000
8312,Cabela's Legendary Adventures,PSP,2008,Sports,Activision,0.16,0.0,0.0,0.01,0.17,2000
8313,Jillian Michaels Fitness Ultimatum 2011,Wii U,2010,Sports,D3Publisher,0.16,0.0,0.0,0.01,0.17,2010
8314,Pursuit Force: Extreme Justice,PSP,2007,Action,Sony Computer Entertainment,0.07,0.07,0.0,0.03,0.17,2000
8315,Backbreaker,PlayStation 3,2007,Sports,Unknown,0.16,0.0,0.0,0.01,0.17,2000
8316,Hunter: The Reckoning Redeemer,Xbox,2003,Action,Interplay,0.13,0.04,0.0,0.01,0.17,2000
8317,The Rise of the Argonauts,Xbox 360,2008,Role-Playing,Codemasters,0.03,0.12,0.0,0.01,0.17,2000
8318,NHL 07,PSP,2006,Sports,Electronic Arts,0.13,0.02,0.0,0.02,0.17,2000
8319,Pro Evolution Soccer 2014,PSP,2013,Action,Konami Digital Entertainment,0.0,0.03,0.14,0.0,0.17,2010
8320,Tokyo Xtreme Racer,DC,1999,Racing,Genki,0.0,0.0,0.17,0.0,0.17,1990
8321,Fighter Maker,PlayStation,1998,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17,1990
8322,Bee Movie Game,Xbox 360,2007,Action,Activision,0.16,0.0,0.0,0.01,0.17,2000
8323,Backyard NFL Football '10,Wii U,2009,Sports,Atari,0.16,0.0,0.0,0.01,0.17,2000
8324,Professor Heinz Wolff's Gravity,Wii U,2008,Puzzle,Deep Silver,0.04,0.12,0.0,0.02,0.17,2000
8325,Thief: Deadly Shadows,Xbox,2004,Action,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,2000
8326,Buzz! Brain of the UK,PlayStation 3,2009,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.02,0.17,2000
8327,NBA 09: The Inside,PSP,2008,Sports,Sony Computer Entertainment,0.16,0.0,0.0,0.01,0.17,2000
8328,Transformers: Prime,Nintendo 3DS,2012,Action,Activision,0.13,0.03,0.0,0.01,0.17,2010
8329,Batman Begins,GBA,2005,Action,Electronic Arts,0.12,0.05,0.0,0.0,0.17,2000
8330,Transformer: Rise of the Dark Spark,Xbox 360,2014,Action,Activision,0.09,0.07,0.0,0.02,0.17,2010
8331,Glover,PlayStation,1999,Platform,Atari,0.09,0.06,0.0,0.01,0.17,1990
8332,Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004,Misc,Unknown,0.12,0.05,0.0,0.0,0.17,2000
8333,Luxor 3,Wii U,2008,Puzzle,Mumbo Jumbo,0.16,0.0,0.0,0.01,0.17,2000
8334,Bratz Kidz,Wii U,2008,Misc,Game Factory,0.16,0.0,0.0,0.01,0.17,2000
8335,Fairytale Fights,Xbox 360,2009,Action,Playlogic Game Factory,0.14,0.02,0.0,0.01,0.17,2000
8336,James Cameron's Dark Angel,PlayStation 2,2007,Action,Universal Interactive,0.08,0.07,0.0,0.02,0.17,2000
8337,MotoGP 09/10,Xbox 360,2010,Racing,Capcom,0.07,0.09,0.0,0.02,0.17,2010
8338,Mahjong Fight Club,PSP,2004,Misc,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,2000
8339,World Driver Championship,N64,1999,Racing,Midway Games,0.14,0.03,0.0,0.0,0.17,1990
8340,Bomberman 64: The Second Attack!,N64,1999,Adventure,Hudson Soft,0.05,0.01,0.11,0.0,0.17,1990
8341,Turok 3: Shadow of Oblivion,N64,2000,Shooter,Acclaim Entertainment,0.12,0.05,0.0,0.0,0.17,2000
8342,Spawn: Armageddon,Xbox,2003,Action,Electronic Arts,0.13,0.04,0.0,0.01,0.17,2000
8343,Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004,Misc,Unknown,0.12,0.05,0.0,0.0,0.17,2000
8344,Zoo Hospital,Wii U,2008,Simulation,Majesco Entertainment,0.14,0.01,0.0,0.01,0.17,2000
8345,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.12,0.05,0.0,0.0,0.17,2000
8346,Time and Eternity,PlayStation 3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,2010
8347,Major League Baseball 2K9,PlayStation 2,2009,Sports,Spike,0.08,0.06,0.0,0.02,0.17,2000
8348,Gundam Assault Survive,PSP,2010,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,2010
8349,Disney TH!NK Fast: The Ultimate Trivia Showdown,PlayStation 2,2008,Misc,Disney Interactive Studios,0.08,0.06,0.0,0.02,0.17,2000
8350,Fate/Stay Night [Réalta Nua],PlayStation 2,2007,Adventure,Kadokawa Shoten,0.0,0.0,0.17,0.0,0.17,2000
8351,Disney's Home on the Range,GBA,2004,Action,Disney Interactive Studios,0.12,0.04,0.0,0.0,0.17,2000
8352,Sid Meier's Civilization IV,PC,2005,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.17,2000
8353,Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,2010
8354,Space Griffon VF-9,PlayStation,1995,Role-Playing,Panther Software,0.02,0.02,0.12,0.01,0.17,1990
8355,Family Feud Decades,Wii U,2010,Misc,Ubisoft,0.16,0.0,0.0,0.01,0.17,2010
8356,NBA Live 16,PlayStation 4,2015,Sports,Electronic Arts,0.1,0.04,0.0,0.03,0.17,2010
8357,CSI: Fatal Conspiracy,Xbox 360,2010,Adventure,Ubisoft,0.11,0.04,0.0,0.01,0.17,2010
8358,Solitaire Overload Plus,Nintendo DS,2010,Misc,Telegames,0.16,0.0,0.0,0.01,0.17,2010
8359,.hack//G.U. Vol.1//Rebirth,PlayStation 2,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,2000
8360,Gyakuten Saiban 3,GBA,2004,Adventure,Capcom,0.0,0.0,0.16,0.0,0.17,2000
8361,Tak: Mojo Mistake,Nintendo DS,2008,Action,THQ,0.16,0.0,0.0,0.01,0.17,2000
8362,Gallop Racer 2001,PlayStation 2,2001,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17,2000
8363,Nightmare Creatures II,PlayStation,2000,Action,Konami Digital Entertainment,0.09,0.06,0.0,0.01,0.17,2000
8364,Marble Saga: Kororinpa,Wii U,2009,Puzzle,Konami Digital Entertainment,0.1,0.06,0.0,0.02,0.17,2000
8365,Fuzion Frenzy 2,Xbox 360,2007,Misc,Microsoft Game Studios,0.14,0.01,0.0,0.01,0.17,2000
8366,Catwoman,PlayStation 2,2004,Action,Electronic Arts,0.08,0.06,0.0,0.02,0.17,2000
8367,Monsters vs. Aliens,Xbox 360,2009,Action,Activision,0.12,0.03,0.0,0.01,0.17,2000
8368,Country Dance: All Stars,Xbox 360,2012,Action,GameMill Entertainment,0.16,0.0,0.0,0.01,0.17,2010
8369,Garfield: Lasagna World Tour,PlayStation 2,2007,Action,Blast! Entertainment Ltd,0.08,0.06,0.0,0.02,0.17,2000
8370,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,Misc,Unknown,0.12,0.04,0.0,0.0,0.17,2000
8371,Disney's Planes,Wii U,2013,Simulation,Disney Interactive Studios,0.08,0.07,0.0,0.02,0.17,2010
8372,Bomberman Land,Wii U,2007,Misc,Rising Star Games,0.11,0.02,0.03,0.01,0.17,2000
8373,Bomberman B-Daman,SNES,1996,Shooter,Hudson Soft,0.0,0.0,0.17,0.0,0.17,1990
8374,Terminator 3: The Redemption,PlayStation 2,2004,Shooter,Atari,0.08,0.06,0.0,0.02,0.17,2000
8375,World Destruction League: Thunder Tanks,PlayStation,2000,Action,3DO,0.09,0.06,0.0,0.01,0.17,2000
8376,Beat Down: Fists of Vengeance,PlayStation 2,2005,Action,Capcom,0.04,0.03,0.09,0.01,0.17,2000
8377,Reloaded,PlayStation,1996,Action,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17,1990
8378,Sword of the Samurai,PlayStation 2,2007,Fighting,Ubisoft,0.0,0.0,0.17,0.0,0.17,2000
8379,MotoGP 15,PlayStation 4,2015,Racing,Milestone S.r.l.,0.0,0.12,0.03,0.02,0.17,2010
8380,SSX On Tour,GameCube,2005,Sports,Electronic Arts,0.13,0.03,0.0,0.0,0.17,2000
8381,Hot Wheels: Beat That!,Xbox 360,2007,Racing,Activision,0.15,0.0,0.0,0.01,0.17,2000
8382,G-Force,Xbox 360,2009,Action,Disney Interactive Studios,0.11,0.05,0.0,0.01,0.17,2000
8383,James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts,0.12,0.04,0.0,0.0,0.17,2000
8384,Naruto Shippuden: Ultimate Ninja 5,PlayStation 2,2007,Fighting,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,2000
8385,Shrek Extra Large,GameCube,2002,Platform,TDK Mediactive,0.13,0.03,0.0,0.0,0.17,2000
8386,Final Fantasy V,PlayStation,1998,Role-Playing,SquareSoft,0.0,0.0,0.16,0.01,0.17,1990
8387,World Tour Soccer 2006,PlayStation 2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17,2000
8388,Gunvalkyrie,Xbox,2002,Shooter,Infogrames,0.13,0.04,0.0,0.01,0.17,2000
8389,NickToons: Racing,PlayStation,2001,Racing,Hasbro Interactive,0.09,0.06,0.0,0.01,0.17,2000
8390,VR Golf '97,PlayStation,1996,Sports,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17,1990
8391,Michael Jackson: The Experience 3D,Nintendo 3DS,2011,Misc,Ubisoft,0.13,0.03,0.0,0.01,0.17,2010
8392,State of Emergency,Xbox,2003,Action,Take-Two Interactive,0.13,0.04,0.0,0.01,0.17,2000
8393,Digimon Story: Cyber Sleuth,PlayStation Vita,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,2010
8394,Off-World Interceptor Extreme,PlayStation,1995,Racing,Crystal Dynamics,0.09,0.06,0.0,0.01,0.17,1990
8395,Bakugan Battle Brawlers: Defenders of the Core,Wii U,2010,Action,Activision,0.15,0.01,0.0,0.01,0.17,2010
8396,Disney Golf,PlayStation 2,2002,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17,2000
8397,The Naked Brothers Band: The Video Game,PlayStation 2,2008,Misc,THQ,0.08,0.06,0.0,0.02,0.17,2000
8398,Custom Robo Arena,Nintendo DS,2006,Fighting,Nintendo,0.02,0.02,0.12,0.0,0.17,2000
8399,Clock Tower II: The Struggle Within,PlayStation,1998,Adventure,Human Entertainment,0.02,0.01,0.12,0.01,0.17,1990
8400,Batman Beyond: Return of the Joker,PlayStation,2000,Action,Ubisoft,0.09,0.06,0.0,0.01,0.17,2000
8401,Surf's Up,Wii U,2007,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.17,2000
8402,Jikkyou Powerful Pro Baseball 2016,PlayStation 4,2016,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,2010
8403,Mega Man Network Transmission,GameCube,2003,Platform,Capcom,0.13,0.03,0.0,0.0,0.17,2000
8404,I'm A Celebrity: Get Me Out of Here!,Wii U,2009,Misc,Mindscape,0.0,0.16,0.0,0.01,0.17,2000
8405,Pursuit Force,PSP,2005,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.02,0.17,2000
8406,Densetsu no Stafi 4,Nintendo DS,2006,Platform,Nintendo,0.0,0.0,0.17,0.0,0.17,2000
8407,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PlayStation 2,2008,Role-Playing,Atlus,0.0,0.0,0.17,0.0,0.17,2000
8408,Naval Assault: The Killing Tide,Xbox 360,2010,Simulation,505 Games,0.08,0.07,0.0,0.02,0.17,2010
8409,Tokimeki Memorial: Private Collection,PlayStation,1996,Misc,Konami Digital Entertainment,0.0,0.0,0.16,0.01,0.17,1990
8410,RC Revenge Pro,PlayStation 2,2000,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.17,2000
8411,Valkyria Chronicles,PlayStation 4,2016,Role-Playing,Sega,0.06,0.04,0.05,0.02,0.17,2010
8412,Hellboy: The Science of Evil,PlayStation 3,2008,Action,Konami Digital Entertainment,0.13,0.02,0.0,0.02,0.17,2000
8413,Backyard Wrestling: Don't Try This at Home,Xbox,2003,Fighting,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,2000
8414,Zoo Keeper,Nintendo DS,2004,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01,0.17,2000
8415,Gauntlet: Dark Legacy,Xbox,2002,Action,Midway Games,0.13,0.04,0.0,0.01,0.17,2000
8416,Toukiden Kiwami,PlayStation 4,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17,2010
8417,Far East of Eden II: Manji Maru,PlayStation 2,2003,Role-Playing,Hudson Soft,0.0,0.0,0.17,0.0,0.17,2000
8418,Lost Kingdoms,GameCube,2002,Role-Playing,Activision,0.1,0.02,0.04,0.0,0.17,2000
8419,WRC 2: FIA World Rally Championship,PlayStation 3,2011,Racing,Ubisoft,0.0,0.13,0.0,0.04,0.17,2010
8420,Blood Bowl,Xbox 360,2009,Sports,Focus Home Interactive,0.13,0.03,0.0,0.01,0.17,2000
8421,Matchbox Cross Town Heroes,GBA,2002,Racing,THQ,0.12,0.04,0.0,0.0,0.17,2000
8422,Wolfenstein 3D,GBA,2002,Shooter,BAM! Entertainment,0.12,0.04,0.0,0.0,0.17,2000
8423,Nobunaga no Yabou: Tenshoki,SNES,1996,Strategy,Tecmo Koei,0.0,0.0,0.17,0.0,0.17,1990
8424,Learning to Spell,Nintendo DS,2010,Misc,505 Games,0.16,0.0,0.0,0.01,0.17,2010
8425,"Go, Diego, Go! Safari Rescue",Nintendo DS,2007,Adventure,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,2000
8426,Super Power League,SNES,1993,Sports,Hudson Soft,0.0,0.0,0.17,0.0,0.17,1990
8427,Easy Piano,Nintendo DS,2009,Misc,Game Life,0.04,0.11,0.0,0.02,0.17,2000
8428,Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo,0.0,0.0,0.17,0.0,0.17,1990
8429,Dragon Quest X,Nintendo 3DS,2014,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,2010
8430,Payday 2,Xbox One,2015,Shooter,505 Games,0.08,0.07,0.0,0.01,0.17,2010
8431,25 to Life,Xbox,2006,Shooter,Eidos Interactive,0.12,0.04,0.0,0.01,0.17,2000
8432,Sumikko Gurashi: Koko ga Ochitsukundesu,Nintendo 3DS,2014,Action,Nippon Columbia,0.0,0.0,0.17,0.0,0.17,2010
8433,NASCAR '15,Xbox 360,2015,Sports,Deep Silver,0.15,0.0,0.0,0.02,0.17,2010
8434,TransFormers Animated: The Game,Nintendo DS,2008,Action,Activision,0.15,0.01,0.0,0.01,0.17,2000
8435,Fracture,PlayStation 3,2008,Shooter,LucasArts,0.11,0.04,0.0,0.02,0.17,2000
8436,Sega Superstars,PlayStation 2,2004,Misc,Sega,0.08,0.06,0.0,0.02,0.17,2000
8437,Midway Arcade Treasures,GameCube,2003,Misc,Midway Games,0.13,0.03,0.0,0.0,0.17,2000
8438,Leisure Suit Larry: Magna Cum Laude,Xbox,2004,Adventure,Vivendi Games,0.12,0.04,0.0,0.01,0.17,2000
8439,Mousetrap / Operation / Simon,GBA,2005,Misc,DSI Games,0.12,0.04,0.0,0.0,0.17,2000
8440,Klonoa,Wii U,2008,Platform,Namco Bandai Games,0.11,0.02,0.03,0.01,0.17,2000
8441,Splatterhouse,PlayStation 3,2007,Action,Namco Bandai Games,0.13,0.02,0.0,0.02,0.17,2000
8442,NBA 09: The Inside,PlayStation 2,2008,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17,2000
8443,Spyro: Shadow Legacy,Nintendo DS,2005,Action,Vivendi Games,0.14,0.01,0.0,0.01,0.17,2000
8444,Resident Evil,SAT,1997,Action,Capcom,0.0,0.0,0.17,0.0,0.17,1990
8445,Wildstar,PC,2014,Role-Playing,NCSoft,0.08,0.07,0.0,0.02,0.17,2010
8446,Dragon Ball: Fusions,Nintendo 3DS,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,2010
8447,Apache: Air Assault,Xbox 360,2010,Simulation,Activision,0.12,0.04,0.0,0.01,0.17,2010
8448,TOEIC Test Training DS,Nintendo DS,2007,Misc,IE Institute,0.0,0.0,0.17,0.0,0.17,2000
8449,Jikkyou Powerful Pro Yakyuu 2014,PlayStation 3,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,2010
8450,Senran Kagura: Estival Versus,PlayStation 4,2015,Action,Marvelous Interactive,0.07,0.0,0.08,0.02,0.17,2010
8451,Itoi Shigesato no Bass Tsuri No. 1,SNES,1997,Sports,Nintendo,0.0,0.0,0.17,0.0,0.17,1990
8452,Cubivore: Survival of the Fittest,GameCube,2002,Adventure,Nintendo,0.01,0.0,0.15,0.0,0.17,2000
8453,The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0.0,0.13,0.0,0.03,0.17,2010
8454,Anarchy Reigns,Xbox 360,2012,Action,Sega,0.11,0.02,0.02,0.01,0.17,2010
8455,FlatOut,Xbox,2004,Racing,Empire Interactive,0.12,0.04,0.0,0.01,0.17,2000
8456,Project X Zone 2: Brave New World,Nintendo 3DS,2015,Role-Playing,Namco Bandai Games,0.04,0.04,0.08,0.01,0.17,2010
8457,NCAA Basketball 09,PlayStation 3,2008,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.17,2000
8458,Bakugan Battle Brawlers: Defenders of the Core,PlayStation 3,2010,Action,Activision,0.14,0.01,0.0,0.02,0.17,2010
8459,Mr. Do!'s Castle,2600,1983,Action,Parker Bros.,0.15,0.01,0.0,0.0,0.17,1980
8460,Death Trap,2600,1982,Action,Avalon Interactive,0.15,0.01,0.0,0.0,0.17,1980
8461,Armor Ambush,2600,1981,Action,Mattel Interactive,0.15,0.01,0.0,0.0,0.17,1980
8462,Parodius,SAT,1995,Shooter,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.17,1990
8463,Thrillville: Off the Rails,Xbox 360,2007,Strategy,LucasArts,0.13,0.02,0.0,0.01,0.16,2000
8464,Hyperdimension Neptunia Victory,PlayStation 3,2012,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16,2010
8465,Taz Wanted,PlayStation 2,2002,Platform,Atari,0.08,0.06,0.0,0.02,0.16,2000
8466,Mobile Suit Gundam: Extreme VS Force,PlayStation Vita,2015,Action,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,2010
8467,Sid Meier's Pirates!,Wii U,2010,Strategy,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,2010
8468,MLB 16: The Show,PlayStation 3,2016,Action,Sony Computer Entertainment,0.13,0.0,0.0,0.03,0.16,2010
8469,Phantasy Star Online 2,PlayStation Vita,2013,Role-Playing,Sega,0.0,0.0,0.16,0.0,0.16,2010
8470,Vehicular Combat League presents Motor Mayhem,PlayStation 2,2001,Racing,Atari,0.08,0.06,0.0,0.02,0.16,2000
8471,PoPoLoCrois: Hajimari no Bouken,PlayStation 2,2002,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,0.0,0.16,2000
8472,Star Wars: Super Bombad Racing,PlayStation 2,2001,Racing,LucasArts,0.08,0.06,0.0,0.02,0.16,2000
8473,Hamster Heroes,Wii U,2008,Puzzle,Popcorn Arcade,0.16,0.0,0.0,0.0,0.16,2000
8474,Hot Wheels Velocity X,GBA,2002,Racing,THQ,0.12,0.04,0.0,0.0,0.16,2000
8475,Ar Nosurge: Ode to an Unborn Star,PlayStation 3,2014,Role-Playing,Tecmo Koei,0.05,0.04,0.06,0.02,0.16,2010
8476,Chaotic: Shadow Warriors,PlayStation 3,2009,Action,Activision,0.15,0.0,0.0,0.01,0.16,2000
8477,Leisure Suit Larry: Box Office Bust,Xbox 360,2009,Adventure,Codemasters,0.14,0.01,0.0,0.01,0.16,2000
8478,Alien Resurrection,PlayStation,2000,Shooter,Fox Interactive,0.09,0.06,0.0,0.01,0.16,2000
8479,World Tour Soccer 2005,PlayStation 2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.16,2000
8480,Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,Take-Two Interactive,0.13,0.02,0.0,0.02,0.16,2000
8481,Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008,Action,Activision,0.12,0.02,0.0,0.02,0.16,2000
8482,F1 2011,Nintendo 3DS,2011,Racing,Codemasters,0.07,0.08,0.0,0.02,0.16,2010
8483,Rio,Nintendo DS,2011,Misc,THQ,0.12,0.03,0.0,0.01,0.16,2010
8484,Gunslingers,Wii U,2010,Shooter,Neko Entertainment,0.08,0.06,0.0,0.02,0.16,2010
8485,Create,PlayStation 3,2010,Action,Electronic Arts,0.11,0.03,0.0,0.02,0.16,2010
8486,Lufia: Curse of the Sinistrals,Nintendo DS,2010,Role-Playing,Square Enix,0.12,0.0,0.03,0.01,0.16,2010
8487,El Shaddai: Ascension of the Metatron,Xbox 360,2011,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16,2010
8488,ESPN College Hoops,PlayStation 2,2003,Sports,Sega,0.08,0.06,0.0,0.02,0.16,2000
8489,Thor: God of Thunder,Wii U,2011,Action,Sega,0.11,0.04,0.0,0.01,0.16,2010
8490,F1 Championship Season 2000,PlayStation 2,2000,Racing,Electronic Arts,0.06,0.05,0.03,0.02,0.16,2000
8491,Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01,0.16,2000
8492,Pen 1 Grand Prix: Penguin no Mondai Special,Nintendo DS,2009,Fighting,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,2000
8493,Clash of the Titans,Xbox 360,2010,Action,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,2010
8494,Around the World in 80 Days,Nintendo DS,2010,Action,PlayV,0.0,0.14,0.0,0.02,0.16,2010
8495,Robotech: Battlecry,GameCube,2002,Shooter,TDK Mediactive,0.13,0.03,0.0,0.0,0.16,2000
8496,True Swing Golf,Nintendo DS,2005,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16,2000
8497,Zapper: One Wicked Cricket!,PlayStation 2,2002,Platform,Infogrames,0.08,0.06,0.0,0.02,0.16,2000
8498,Bomberman Land,PlayStation,2000,Misc,Hudson Soft,0.0,0.0,0.15,0.01,0.16,2000
8499,Paws & Claws: Pet Resort,GBA,2006,Simulation,THQ,0.12,0.04,0.0,0.0,0.16,2000
8500,Kya: Dark Lineage,PlayStation 2,2003,Adventure,Atari,0.08,0.06,0.0,0.02,0.16,2000
8501,Dynasty Warriors 8: Xtreme Legends,PlayStation 3,2013,Action,Tecmo Koei,0.02,0.03,0.11,0.01,0.16,2010
8502,Curious George,GBA,2006,Action,Namco Bandai Games,0.12,0.04,0.0,0.0,0.16,2000
8503,Monster Jam,Wii U,2007,Racing,Activision,0.15,0.0,0.0,0.01,0.16,2000
8504,Medieval Games,Wii U,2009,Action,Vir2L Studios,0.14,0.01,0.0,0.01,0.16,2000
8505,Stronghold 3,PC,2011,Strategy,Unknown,0.06,0.1,0.0,0.0,0.16,2010
8506,The Amazing Spider-Man (Console Version),Wii U,2012,Action,Activision,0.11,0.04,0.0,0.01,0.16,2010
8507,Kid Adventures: Sky Captain,Wii U,2010,Action,Unknown,0.11,0.04,0.0,0.01,0.16,2010
8508,Lethal Skies II,PlayStation 2,2003,Simulation,Sammy Corporation,0.08,0.06,0.0,0.02,0.16,2000
8509,Doctor Lautrec and the Forgotten Knights,Nintendo 3DS,2011,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16,2010
8510,Disney's American Dragon Jake Long: Attack of the Dark Dragon,Nintendo DS,2006,Action,Disney Interactive Studios,0.15,0.0,0.0,0.01,0.16,2000
8511,Godzilla Unleashed,Wii U,2007,Fighting,Atari,0.15,0.0,0.0,0.01,0.16,2000
8512,Kamaitachi no Yoru × 3,PlayStation 2,2006,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,2000
8513,Tom and Jerry: Infurnal Escape,GBA,2003,Action,Ubisoft,0.12,0.04,0.0,0.0,0.16,2000
8514,The Legend of Heroes VII: The Trail of Zero,PSP,2010,Role-Playing,Falcom Corporation,0.0,0.0,0.16,0.0,0.16,2010
8515,Warriors Orochi 3,Xbox 360,2011,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16,2010
8516,King's Field,PlayStation,1995,Role-Playing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16,1990
8517,Hannah Montana: Rock Out the Show,PSP,2009,Misc,Disney Interactive Studios,0.13,0.01,0.0,0.02,0.16,2000
8518,Let's Ride: Sunshine Stables,GBA,2005,Sports,DTP Entertainment,0.12,0.04,0.0,0.0,0.16,2000
8519,World Stadium 4,PlayStation,2000,Sports,Namco Bandai Games,0.0,0.0,0.15,0.01,0.16,2000
8520,Midway Arcade Treasures 2,GameCube,2004,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16,2000
8521,Hot Wheels World Race,GameCube,2003,Racing,THQ,0.13,0.03,0.0,0.0,0.16,2000
8522,San Goku Shi Taisen DS,Nintendo DS,2007,Strategy,Sega,0.0,0.0,0.16,0.0,0.16,2000
8523,Kawa no Nushi Tsuri,PlayStation,1998,Sports,Victor Interactive,0.0,0.0,0.15,0.01,0.16,1990
8524,N2O: Nitrous Oxide,PlayStation,1998,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.16,1990
8525,Magic: The Gathering - Battlegrounds,Xbox,2003,Strategy,Atari,0.12,0.03,0.0,0.01,0.16,2000
8526,Heroes over Europe,PlayStation 3,2009,Simulation,Ubisoft,0.12,0.02,0.0,0.02,0.16,2000
8527,Dancing With The Stars,PlayStation 2,2007,Misc,Activision,0.08,0.06,0.0,0.02,0.16,2000
8528,Major League Baseball 2K12,Wii U,2012,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,2010
8529,Pro Evolution Soccer 2015,Xbox 360,2014,Sports,Konami Digital Entertainment,0.05,0.1,0.0,0.01,0.16,2010
8530,Bladestorm: Nightmare,PlayStation 4,2015,Action,Tecmo Koei,0.07,0.04,0.03,0.02,0.16,2010
8531,Otogirisou,SNES,1992,Adventure,ChunSoft,0.0,0.0,0.16,0.0,0.16,1990
8532,SD Gundam G Generation 3D,Nintendo 3DS,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,2010
8533,Crash Tag Team Racing,GameCube,2005,Racing,Vivendi Games,0.12,0.03,0.0,0.0,0.16,2000
